File Name,Pitch Data,Normalized Pitch Data
768.mid,"62,60,62,64,65,62,60,62,62,62,62,69,69,67,65,67,69,67,69,69,69,65,67,65,64,62,64,65,62,60,62,62,69,72,74,74,74,72,74,74,72,71,69,71,67,65,69,69,62,69,69,69,67,65,65,67,69,67,69,69,69,69,67,64,65,62,64,65,62,60,60,62,62","0.25,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.25,0.25,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,0.5,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.5,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.5,0.5,0.25,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,0.5,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.25,0.25"
769.mid,"67,72,71,72,74,72,74,74,74,72,71,71,74,71,71,67,74,76,77,79,79,77,79,77,76,74,72,76,77,74,72,74,74,74,71,72,69,67,69,67,67,74,71,72,74,74,74,76,77,79,79,74,77,76,74,71,72,74,74,72,71,71,74,74,71,71,67,62,67,69,65,67,67,74,76,74,72,71,72,74,72,74,67,67,62,67,69,65,62,67,67,74,74,76,74,74,74,74,72,71,69,72,67,69,67,64,67,67","0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6785714285714286,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.75,0.6785714285714286,0.6071428571428571,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6785714285714286,0.7857142857142857,0.75,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.25,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.42857142857142855,0.42857142857142855,0.25,0.42857142857142855,0.5,0.35714285714285715,0.25,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.42857142857142855,0.42857142857142855"
770.mid,"65,65,62,60,60,62,65,65,67,69,71,67,65,67,65,65,64,62,60,65,65,72,69,72,72,71,71,72,67,65,67,65,65,64,62,60,62,65,62,65,65,72,69,72,72,72,67,72,74,72,69,71,72,72,71,69,71,67,65,62,65,65,62,65,62,62,60,59,60,62,65,65,72,74,72,71,69,69,71,72,69,72,72,67,71,67,71,65,67,65,62,65,67,62,65,72,72,74,72,72,72,72,71,69,69,72,67,65,65,65,67,62,60,65,65","0.35714285714285715,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.25,0.25,0.17857142857142858,0.14285714285714285,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.25,0.35714285714285715,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.25,0.17857142857142858,0.35714285714285715,0.35714285714285715"
771.mid,"62,65,64,62,65,62,60,62,62,65,67,69,67,65,62,65,62,60,62,62,62,69,69,67,65,67,69,69,74,74,72,71,72,69,69,69,67,65,67,69,67,65,64,62,60,62,62,69,65,67,69,69,69,74,74,72,71,69,67,69,69,62,65,64,62,60,62,62,69,72,72,74,74,72,74,76,77,74,72,74,72,71,71,69,67,65,69,69,72,67,69,69,67,65,64,62,64,60,62,62,69,72,72,74,74,72,74,76,77,74,72,74,72,71,69,69,65,67,69,69,62,65,67,69,72,74,72,74,77,74,72,74,72,71,69,65,67,64,65,62,57,59,60,62,60,62,65,67,62,65,64,60,59,60,57,57,60,59,60,62,60,62,65,62,65,60,62,65,60,62,69,72,74,77,74,69,67,69,69,64,65,67,65,65,62,62,65,67,69,71,72,71,69,67,65,62,65,62,62,60,62,64,65,62,62","0.25,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.25,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.25,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.25,0.5,0.35714285714285715,0.42857142857142855,0.5,0.5,0.5,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.25,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.25,0.5,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.5,0.5,0.6071428571428571,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.17857142857142858,0.25,0.25,0.5,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.35714285714285715,0.42857142857142855,0.5,0.5,0.25,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.35714285714285715,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.25,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.25,0.17857142857142858,0.25,0.35714285714285715,0.42857142857142855,0.25,0.35714285714285715,0.32142857142857145,0.17857142857142858,0.14285714285714285,0.17857142857142858,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.14285714285714285,0.17857142857142858,0.25,0.17857142857142858,0.25,0.35714285714285715,0.25,0.35714285714285715,0.17857142857142858,0.25,0.35714285714285715,0.17857142857142858,0.25,0.5,0.6071428571428571,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.5,0.42857142857142855,0.5,0.5,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.25,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.25,0.35714285714285715,0.25,0.25,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.25,0.25"
772.mid,"62,69,69,69,67,69,67,65,64,62,67,69,69,69,72,74,74,72,74,72,71,69,69,69,69,67,69,65,64,62,60,64,65,64,62","0.25,0.5,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.42857142857142855,0.5,0.5,0.5,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25"
773.mid,"62,60,57,60,62,62,64,65,62,60,62,62,62,69,69,67,65,64,65,62,65,60,64,65,62,62,57,62,60,59,62,62,62,62,60,60,62,65,67,69,65,62,60,65,62,60,62,62,69,65,65,67,69,69,72,71,72,69,67,65,69,69,69,67,65,65,62,62,57,62,62,60,59,57,59,60,62,60,62,62,65,65,65,60,62,62","0.25,0.17857142857142858,0.07142857142857142,0.17857142857142858,0.25,0.25,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.25,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.17857142857142858,0.32142857142857145,0.35714285714285715,0.25,0.25,0.07142857142857142,0.25,0.17857142857142858,0.14285714285714285,0.25,0.25,0.25,0.25,0.17857142857142858,0.17857142857142858,0.25,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.25,0.17857142857142858,0.35714285714285715,0.25,0.17857142857142858,0.25,0.25,0.5,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.25,0.25,0.07142857142857142,0.25,0.25,0.17857142857142858,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.25,0.17857142857142858,0.25,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.17857142857142858,0.25,0.25"
774.mid,"64,64,69,64,64,62,65,67,69,69,74,76,76,74,72,71,69,71,71,71,72,69,65,69,71,71,72,69,67,67,65,64,65,67,69,67,65,64,64,64,64,62,64,64,64,65,62,65,67,69,69,67,65,64,62,64,64,64,64,62,67,69,72,72,71,72,74,76,74,72,71,69,71,71,64,69,67,69,72,69,67,69,67,65,64,64,65,65,65,64,65,62,62,60","0.32142857142857145,0.32142857142857145,0.5,0.32142857142857145,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.6785714285714286,0.75,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.35714285714285715,0.5,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.25,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.32142857142857145,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.25,0.17857142857142858"
775.mid,"64,60,64,60,60,62,64,64,65,62,65,67,69,69,67,65,64,62,64,64,64,67,69,69,67,69,72,71,72,69,67,65,69,64,69,69,67,65,64,62,64,64,65,62,60,62,64,64,64,65,62,65,67,69,69,67,65,64,62,60,62,64,65,64,62,64,64,64,67,69,65,69,71,72,69,67,69,69,69,62,65,67,69,69,67,69,65,64,62,64,64,69,67,69,72,67,64","0.32142857142857145,0.17857142857142858,0.32142857142857145,0.17857142857142858,0.17857142857142858,0.25,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.5,0.32142857142857145,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.5,0.35714285714285715,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.5,0.5,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.32142857142857145"
776.mid,"69,67,65,65,69,72,74,72,71,69,71,67,65,65,65,71,69,71,72,72,77,74,72,72,76,77,79,79,76,77,74,72,74,72,69,72,72,72,65,71,71,72,72,77,74,72,72,76,77,79,76,77,74,72,72,71,69,71,67,65,65,65,65,69,72,74,72,72,69,67,65,67,69,65,65,74,74,76,72,74,69","0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.75,0.7857142857142857,0.8571428571428571,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.35714285714285715,0.6785714285714286,0.6785714285714286,0.75,0.6071428571428571,0.6785714285714286,0.5"
777.mid,"72,71,72,74,74,76,77,74,72,74,74,76,77,79,79,77,76,77,74,72,71,72,74,74,77,74,79,79,81,79,79,77,74,72,74,77,74,74,72,79,77,74,74,72,69,72,74,67,69,67,65,67,67,74,77,76,77,79,76,77,79,77,76,74,74,72,74,76,77,74,74,77,74,72,69,72,71,69,67,69,72,72,69,71,72,69,67,65,69,69,67,67,74,74,74,76,74,72,74,72","0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.8571428571428571,0.7857142857142857,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5,0.6071428571428571,0.6785714285714286,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.7857142857142857,0.75,0.7857142857142857,0.8571428571428571,0.75,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.75,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.5,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571"
778.mid,"67,69,71,72,69,67,67,72,71,72,74,74,74,71,72,69,67,65,67,67,67,72,71,72,74,74,77,76,77,79,79,77,74,72,74,74,72,74,71,72,69,67,69,67,65,67,67,67,67,72,71,72,74,74,72,69,71,72,74,74,74,76,77,79,79,74,77,76,74,74,72,72,74,74,74,72,74,74,72,74,74,72,71,72,69,67,65,67,67,67,72,71,72,74,74,72,72,71,72,74,74,74,76,77,79,77,76,72,74,76,72,71,71,72,74,71,74,77,74,74,74,72,71,71,72,74,72,69,67,65,67,67,72,72,71,72,69,67","0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.6785714285714286,0.7857142857142857,0.75,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.75,0.6071428571428571,0.6785714285714286,0.75,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.5714285714285714,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
779.mid,"67,64,62,64,65,67,67,65,64,65,67,67,67,72,71,72,74,74,74,71,71,67,65,64,65,67,67,67,67,65,64,65,67,69,67,65,64,65,67,67,67,72,71,72,74,74,77,74,71,72,74,74,72,71,72,69,67,65,64,65,67,67,67,64,65,67,67,69,71,72,69,67,74,71,72,74,76,74,72,71,72,74,74,69,71,67,65,64,65,67,67,72,72,71,72,69,67","0.42857142857142855,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
780.mid,"67,69,72,72,72,71,69,67,69,67,67,67,67,67,64,62,67,69,72,71,69,72,69,67,67,67,67,67,69,72,72,71,72,69,67,69,72,72,71,67,67,72,72,71,72,69,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.32142857142857145,0.25,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
781.mid,"67,69,72,72,72,71,69,71,72,71,69,67,69,72,69,67,67,67,67,69,69,67,65,69,72,69,67,69,72,69,67,67,67,65,65,67,69,69,67,67,69,72,71,69,67,65,67,67,69,69,67,67,67,67,62,67,69,72,72,72,72,71,69,72,71,69,67,69,72,71,69,72,69,69,67,67,72,72,71,72,69,67","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.25,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855"
